,기업명,휴폐업발생일자
1056,카스리테일서비스,20191224
1057,하인크코리아,20220331
1058,솔체푸드라인,20201231
1059,지오스,20210225
1060,티엑스리더스,20200825
1061,창대산업,20210904
1062,이미지프레임,20211227
1063,우영메디텍,20210501
1064,옵투스테크널로지,20211119
1065,삼우,20220429
1066,신현공업,20211206
1067,제이스,20190228
1068,굿팜,20220630
1069,세일여행사제주지점,20191101
1070,미쓰이금속한국,20211203
1071,대신마루산업,20210525
1072,한국씨엔에프,20200107
1073,달커뮤니케이션,20211102
1074,덴티스,20200615
1075,북부모터스,20211130
1076,삼성에스오씨제일차유동화전문,20211007
1077,송악건재,20211130
1078,쓰리제이테크,20210331
1079,씨아이로지스,20210728
1080,에코시스,20210805
1081,우림엔지니어링,20200220
1082,웨트러스트코리아,20201208
1083,한원광업,20191213
1084,삼원피앤에프,20220331
1085,앱천사,20220331
1086,아트쿡,20200915
1087,하이델피클,20210731
1088,이노섹,20210223
1089,삼신에프에이,20220630
1090,지엠에치,20200622
1091,동양에레컴에이비엠,20220609
1092,에스엠엔터프라이즈,20210917
1093,현대텍크,20201222
1094,전세계여행사,20210824
1095,제이테크놀로지,20190619
1096,삼성에너지,20200229
1097,프로이천,20211231
1098,동일에이앤티,20211231
1099,에쓰엠티씨멕스트레이딩,20200501
1100,펜타포트개발,20220527
1101,티에프씨에프채널네트워크코리아,20210630
1102,에이제이스틸,20201230
1103,하이텍교역,20211130
1104,수아테크부천지사,20220731
1105,대신씨엔에스,20210331
1106,파사드,20220321
1107,북일푸드식자재,20200229
1108,브룩스브라더즈코리아,20211224
1109,유엘씨시스템즈,20210731
1110,성마건설,20220222
1111,오리엔트,20191127
1112,이엘에스,20211112
1113,이니삭,20200911
1114,센플러스,20210709
1115,아티스타(Artistar),20211122
1116,와가무역,20210630
1117,교세라커넥터코리아판매,20181001
1118,삼삼유통,20210531
1119,범아,20190718
1120,골드큐전자,20210930
1121,서진맨테크,20200701
1122,아사히피디글라스한국,20211117
1123,신한대체투자운용,20220110
1124,성주종합조경,20220113
1125,씨나인인피니티기업구조조정부동산투자회사,20210708
1126,부창크레인,20200331
1127,글로미트,20200531
1128,부광엔지니어링,20200331
1129,에스에누씨,20200408
1130,유니글로벌쉬핑,20210111
1131,미조전력,20180228
1132,크리스탈팜스,20220404
1133,로하스주택,20200331
1134,제이에스메탈,20210930
1135,스파밸리,20200701
1136,코스메랩,20200131
1137,진영하우징,20191031
1138,신후종합개발,20200630
1139,맨토스파트너,20211231
1140,세정건설,20201109
1141,와이에스인베스트먼트,20200305
1142,연진물산,20211018
1143,동강시스타,20200229
1144,와일드마운틴,20200630
1145,유로엔피씨,20190630
1146,현테크이엔지,20200330
1147,씨앤피,20200615
1148,와이디엠,20190531
1149,더원네트워크,20200825
1150,케이에프,20220701
1151,에이케이황금,20190930
1152,이코종합건설,20200831
1153,태성,20220615
1154,이지닉스,20191227
1155,하이비건설,20200630
1156,각화동종합상가,20220524
1157,토네이도스포츠,20201201
1158,젠자임코리아,20190603
1159,글라스스토리안경,20210729
1160,그린로드,20211129
1161,에듀에버,20200630
1162,성진하이메크천안지점,20190331
1163,모션블루,20201231
1164,티지피신암,20200305
1165,세무법인,20220731
1166,한국펠저,20201231
1167,올인원테크,20200715
1168,엔피,20210805
1169,위드,20210730
1170,스파이더,20200430
1171,이산,20220323
1172,미래방재,20220602
1173,해오름종합식품,20191231
1174,토탈리얼코,20191231
1175,청화종합건설,20201023
1176,기원토건,20191230
1177,시스네트,20220627
1178,지에스산업,20200531
1179,우먼스캐어,20210430
1180,한우리,20210514
1181,비에이치종합건설,20200929
1182,메테오라,20220630
1183,청범웰딩툴,20211231
1184,티엘파이프,20200901
1185,농업회사법인주식회사세종아그로텍,20211231
1186,준금건설,20201013
1187,엠피에스,20220128
1188,지앤에이건설,20200701
1189,다솜채푸드,20210831
1190,바로건설,20210531
1191,금호에이엠티,20190417
1192,원바이오젠,20210128
1193,동성에이씨에스,20190630
1194,클래드코리아포항,20210630
1195,코스모테크놀로지,20191230
1196,부올,20220525
1197,우리두리,20201019
1198,제이엔티아이엔씨,20191120
1199,에스에이치,20211231
1200,신영리테일,20210731
1201,한주원,20191209
1202,원종합건설,20190625
1203,한강스틸,20200331
1204,엠플로,20201223
1205,일홍염직,20220422
1206,비케이창호,20220714
1207,자산유리,20191231
1208,엘티스,20200630
1209,미주코리아,20210326
1210,비아로사,20220701
1211,청풍개발,20210826
1212,비아플랜,20210827
1213,청룡건설,20211005
1214,모아이앤씨,20201130
1215,지에이산업,20210407
1216,엔라이브미,20191231
1217,라온에프앤피,20220502
1218,버추얼모션,20220531
1219,조은세이프,20211006
1220,푸드원,20220408
1221,에스앤위즈,20211201
1222,반석공조시스템,20220419
1223,넷다이버,20210120
1224,한국피이엠,20200630
1225,세종물류,20201231
1226,케이아이디벨롭먼트,20220729
1227,코세아서비스개발원,20200603
1228,향미원,20210518
1229,보림건설,20210930
1230,케이엠디에셋매니지먼트,20220701
1231,리더스틸,20220524
1232,대한건설,20200531
1233,다인토건,20200918
1234,현일산업,20191018
1235,더존소방설비,20211123
1236,잡파크,20210131
1237,송산자동화,20220711
1238,한가온종합건설,20220302
1239,지당산업개발,20210510
1240,우순켐,20211101
1241,케이엠바이오,20211019
1242,삼성범천보험대리점,20210328
1243,맥켄헬스커뮤니케이션즈코리아,20220630
1244,무림이엔지,20220118
1245,한솔산업,20190927
1246,하림산업개발,20201105
1247,티아이테크,20220630
1248,태일교역,20200831
1249,삼진제이엠씨,20190430
1250,원산,20220331
1251,부건산업개발,20201119
1252,에코플러스,20220430
1253,네무스텍,20210331
1254,대원전기,20211001
1255,호텔트리스,20200601
1256,대동오토플러스,20200710
1257,하이퍼랩,20210708
1258,인투캠,20191231
1259,엔제이인터렉티브,20200713
1260,세명산기,20210917
1261,올가니카홀딩스,20191231
1262,명성,20210630
1263,희석그린,20220430
1264,디에스개발,20211031
1265,한일아이엔디,20220415
1266,케이와이푸드,20220401
1267,투썬디지털아이디어,20220401
1268,신광산업이에스티,20220114
1269,새한건설산업,20210906
1270,창우플랜트산업,20220228
1271,일류물류,20200903
1272,누보,20220217
1273,성도토건,20201102
1274,지유테크놀로지,20201231
1275,역전건설중기,20200831
1276,월드툴,20201231
1277,카이노스메드,20200612
1278,수연지엘에스,20220731
1279,카코뉴에너지,20200801
1280,나인테크,20200409
1281,인프라웨어테크놀러지,20191206
1282,에버에코,20210414
1283,동아오토,20200504
1284,이제로건축사사무소건축연구소,20201231
1285,한국해양레저스포츠,20210930
1286,에스에이에스,20210502
1287,하나인더스트리,20200930
1288,서울구호선운영,20190819
1289,삼부토건,20200414
1290,서목통상,20201231
1291,태성종건,20201130
1292,애플시설공사,20211229
1293,수양해운,20200707
1294,엠앤엘솔루션,20200630
1295,지우아이엔씨,20210228
1296,파티외식산업,20210407
1297,엔씨엘이디,20200702
1298,이엠케이트레이딩코퍼레이션,20220505
1299,시큐베스트,20190918
1300,비에스디테크놀로지,20220721
1301,한국비엔씨,20191119
1302,화이브엠텍,20191122
1303,이정회계법인,20210331
1304,신한서울사무소,20220630
1305,세일,20211201
1306,이편한물류,20211231
1307,세한피엔씨,20211231
1308,삼덕회계법인,20200630
1309,청우식품안산영업소,20220630
1310,한우리식품오산사무소,20201231
1311,아이비유시스템즈,20220630
1312,한경종합건설,20201231
1313,에이치엔텍,20200331
1314,금강스틸,20201126
1315,알집,20210106
1316,농업회사법인(주)그랜드농산,20200115
1317,투웨니퍼스트플러스,20191231
1318,패브밀,20210630
1319,해오름푸드,20201231
1320,대흥농산,20191226
1321,동민정공,20200316
1322,에이펙스테크놀로지,20210430
1323,고려상사,20200731
1324,케이에스아이엠,20201224
1325,지성회계법인,20190416
1326,에이알에이엔피에스위탁관리부동산투자회사,20200713
1327,가인인포텍,20220430
1328,모비안,20200506
1329,아이피티,20211231
1330,자임,20220630
1331,현진어패럴,20210104
1332,유림이엔지,20220428
1333,용마산업개발,20210630
1334,네오셈,20190124
1335,스마트이앤엠,20211231
1336,덕이드림티와이,20211006
1337,나임,20200904
1338,더프라이드,20190610
1339,제이비아이,20210416
1340,대유중공업,20211231
1341,정석이엔씨,20211201
1342,디씨티파트너스,20210312
1343,한비건설,20210305
1344,구민씨엔에스,20210520
1345,새롬메디칼,20211231
1346,삼성패키지,20201231
1347,엔투에이,20220211
1348,조은디앤씨,20210101
1349,효성금속,20220430
1350,육성산업,20200630
1351,아이에스디자인그룹,20210630
1352,우진엔지니어링,20200331
1353,전원식품,20211028
1354,동우리,20210331
1355,건흥레미콘,20210202
1356,에프이씨씨,20191130
1357,미소키친,20211231
1358,현성글로벌,20201231
1359,유성아이앤씨,20191231
1360,아이엠비테크,20210630
1361,경은,20201231
1362,금윤이앤씨,20201231
1363,세중에스앤씨,20210731
1364,해정,20220616
1365,우일정밀공업(주)군산지점,20200624
1366,인성지엘씨,20220228
1367,한백축산무역,20211015
1368,비엠에스정보통신,20211108
1369,엔에프티,20220630
1370,승원테크,20210331
1371,참백두,20210325
1372,한국목조,20211025
1373,앤컨셉,20200630
1374,정우에너지원주톨게이트주유소,20190902
1375,아태디앤씨,20191130
1376,아이비김영,20200923
1377,에스엠티코리아,20191231
1378,일등안전종합상사,20210930
1379,위더스케미칼안성지점,20210818
1380,삼해야마코(주)부안공장,20200401
1381,갤러리아건설,20210726
1382,와이시엘,20211230
1383,에스엠에프앤비디벨롭먼트,20211130
1384,트니트니,20210430
1385,인피니티엔피에스제일호위탁관리부동산투자회사,20190423
1386,봉황건설,20210726
1387,이더,20200201
1388,사우스밸리,20210401
1389,에이치에스라이프,20220613
1390,세영인더스트리,20200531
1391,이촌회계법인호남지점,20190630
1392,씨엠텍,20210228
1393,지엠,20220531
1394,대륭블루텍,20220430
1395,솔비어패럴,20210927
1396,진유,20201201
1397,지비글로벌,20211231
1398,대명폴,20201031
1399,진로우성물산,20220228
1400,디앤스포츠,20220413
1401,시즈앤크루즈,20191230
1402,골든컴퍼스투자자문,20220330
1403,에비앙,20211231
1404,오믹시스,20200720
1405,신우전기엔지니어링,20210101
1406,다옴엔지니어링,20211022
1407,상록건설,20200430
1408,그랜드블루,20200824
1409,씨엠알기술연구원,20220617
1410,인벤티홀딩스,20201031
1411,스토바씨앤디,20191231
1412,판교에스디투,20220404
1413,티에스트릴리온,20201217
1414,양우산업개발,20200531
1415,에스지데이타,20191231
1416,영인에이티,20191112
1417,에이스메카텍,20220705
1418,아이내추럴,20200904
1419,삼우디앤씨,20191122
1420,와이케이내쇼날,20200831
1421,우성케미칼,20191231
1422,의성기계,20220430
1423,구상산업개발,20220630
1424,한섬산업개발,20190430
1425,대명호텔앤리조트천안,20191010
1426,삼성해양개발,20220111
1427,올리브,20220707
1428,자연과학,20210310
1429,낙원피아노,20220228
1430,테레비필름,20200331
1431,서경,20191231
1432,세종알엔디,20210528
1433,우리하우징,20200930
1434,티지피범어,20200305
1435,미주엔비켐,20200213
1436,모아,20201214
1437,클라라커뮤니티,20200420
1438,이천마당,20201210
1439,에스엠티케미칼,20191112
1440,청맥,20191217
1441,케이시디아이,20200331
1442,케이오알테크,20211231
1443,엠씨앤케이종합건축사사무소,20200311
1444,장안농장,20200330
1445,아산레미콘,20210630
1446,쉬플리코리아,20210701
1447,지엠피코리아,20210630
1448,알브이모터스코리아,20191231
1449,한우세상,20200731
1450,훌텍에이앤시,20200427
1451,열린엔지니어링,20211101
1452,제이엘임맥스,20211130
1453,태인코아,20200720
1454,에이스푸드,20220426
1455,동양이앤씨,20210217
1456,서울현대자동차서비스,20211231
1457,미소진한우,20191231
1458,아트밸리,20201103
1459,삼태성,20201028
1460,신도이앤씨,20201231
1461,대산포크,20210618
1462,연승약품,20210331
1463,명선로뎀건설,20200630
1464,진우전산안산지점,20201231
1465,제일특강,20220630
1466,화음,20210917
1467,시원종합건설,20200731
