,기업명,휴폐업발생일자,휴폐업1년전날짜
541,"""동양토건""",2021.12.31,2020.12.31
542,"""제우산업""",2021.09.30,2020.09.30
543,"""에이피엔텍""",2022.07.29,2021.07.29
544,"""그린로지텍""",2020.11.30,2019.11.30
545,"""대운산업개발""",2020.03.31,2019.03.31
546,"""효건도어""",2021.05.18,2020.05.18
547,"""고려이엔에스""",2021.05.27,2020.05.27
548,"""에스지플래닝""",2020.12.31,2019.12.31
549,"""한길텔레콤""",2021.09.30,2020.09.30
550,"""세인종합건설""",2021.02.26,2020.02.26
551,"""영테크""",2019.11.25,2018.11.25
552,"""아트미디어""",2020.05.27,2019.05.27
553,"""아트미디어""",2020.04.02,2019.04.02
554,"""티피씨""",2021.01.05,2020.01.05
555,"""베델""",2019.07.17,2018.07.17
556,"""명인건전""",2020.12.31,2019.12.31
557,"""성우애드컴""",2021.10.26,2020.10.26
558,"""유니콘네트웍스""",2021.03.22,2020.03.22
559,"""규림""",2021.12.31,2020.12.31
560,"""제이드글로벌""",2020.05.25,2019.05.25
561,"""대산정밀""",2021.12.31,2020.12.31
562,"""제이에프앤비""",2021.11.03,2020.11.03
563,"""엘티시스템""",2022.07.20,2021.07.20
564,"""세방전기통신""",2021.12.31,2020.12.31
565,"""백산동물약품""",2021.02.28,2020.02.28
566,"""평진종합관리""",2020.07.31,2019.07.31
567,"""동현전기공사""",2021.12.02,2020.12.02
568,"""디에스케이기계""",2021.07.01,2020.07.01
569,"""케이에스피""",2022.04.30,2021.04.30
570,"""대동산업""",2022.04.26,2021.04.26
571,"""패션앤스타일""",2022.07.31,2021.07.31
572,"""보노""",2021.12.31,2020.12.31
573,"""강산""",2020.06.20,2019.06.20
574,"""코너스톤네트웍스""",2022.02.23,2021.02.23
575,"""파크비지니스관광호텔""",2021.02.28,2020.02.28
576,"""에쓰씨기획""",2020.06.30,2019.06.30
577,"""노블인더스트리""",2019.12.31,2018.12.31
578,"""신진스틸""",2021.12.02,2020.12.02
579,"""계명""",2019.09.05,2018.09.05
580,"""에드링턴코리아""",2021.03.30,2020.03.30
581,"""두영""",2022.04.28,2021.04.28
582,"""웩싸이""",2020.03.23,2019.03.23
583,"""동양엔지니어링""",2020.07.23,2019.07.23
584,"""미래로데이타시스템""",2019.07.31,2018.07.31
585,"""나우슈모드""",2022.06.07,2021.06.07
586,"""서울신용평가정보(주)부산지점""",2021.09.30,2020.09.30
587,"""디와이씨""",2021.12.01,2020.12.01
588,"""프로차일드""",2021.07.01,2020.07.01
589,"""섬진피에이치텍""",2022.01.31,2021.01.31
590,"""케이엠씨에프에이""",2021.07.31,2020.07.31
591,"""마이크로닉정보통신""",2019.07.02,2018.07.02
592,"""대흥시스템""",2020.06.30,2019.06.30
593,"""정보건설""",2021.01.06,2020.01.06
594,"""두루종합건설""",2021.02.22,2020.02.22
595,"""도시바엘리베이터코리아""",2020.09.04,2019.09.04
596,"""대맥엔지니어링""",2022.05.04,2021.05.04
597,"""지유지유애드""",2020.09.18,2019.09.18
598,"""웅신산업개발""",2022.03.31,2021.03.31
599,"""광산전력""",2022.07.12,2021.07.12
600,"""삼성고속관광""",2022.02.10,2021.02.10
601,"""현대금속""",2020.04.30,2019.04.30
602,"""한국시거스""",2021.12.30,2020.12.30
603,"""리원에스디""",2021.03.31,2020.03.31
604,"""금산양전농원""",2019.12.31,2018.12.31
605,"""보성레저개발""",2019.09.11,2018.09.11
606,"""창영종합건설""",2021.07.06,2020.07.06
607,"""문인터내쇼날""",2022.01.05,2021.01.05
608,"""동흥종합건설""",2021.10.31,2020.10.31
609,"""퍼스트엔지니어링""",2021.12.13,2020.12.13
610,"""코비스""",2020.01.17,2019.01.17
611,"""한나""",2020.01.22,2019.01.22
612,"""광화""",2019.12.27,2018.12.27
613,"""진보엘리트""",2020.06.30,2019.06.30
614,"""진영판넬""",2021.03.31,2020.03.31
615,"""제일셔츠""",2021.12.21,2020.12.21
616,"""청도무역""",2021.03.31,2020.03.31
617,"""아르스앤""",2020.12.31,2019.12.31
618,"""강동""",2020.10.16,2019.10.16
619,"""한국티앤엘""",2021.06.30,2020.06.30
620,"""동성금속기술""",2022.02.09,2021.02.09
621,"""건축사사무소오퍼스""",2022.04.29,2021.04.29
622,"""한길종합엔지니어링""",2021.06.08,2020.06.08
623,"""디즈텍""",2022.02.16,2021.02.16
624,"""대한피씨건설""",2020.04.03,2019.04.03
625,"""엘케이디컴퍼니""",2021.07.31,2020.07.31
626,"""국제강재""",2019.12.31,2018.12.31
627,"""영남기공""",2021.03.31,2020.03.31
628,"""양지종합건설""",2020.12.31,2019.12.31
629,"""삼우소방""",2021.09.01,2020.09.01
630,"""대진엠엔알""",2021.12.31,2020.12.31
631,"""세왕건설""",2021.08.20,2020.08.20
632,"""세영디앤씨""",2021.09.15,2020.09.15
633,"""태양탑스""",2022.07.31,2021.07.31
634,"""포텐시아개발""",2020.11.10,2019.11.10
635,"""유림아이엔씨""",2021.12.28,2020.12.28
636,"""케이엠제약""",2018.09.12,2017.09.12
637,"""한국전기기술사사무소""",2020.04.01,2019.04.01
638,"""지아이엠산업""",2021.11.30,2020.11.30
639,"""대신약품""",2021.09.30,2020.09.30
640,"""대건세이프""",2021.06.30,2020.06.30
641,"""대신""",2019.07.30,2018.07.30
642,"""효성기계""",2021.05.03,2020.05.03
643,"""에어텍정보통신""",2021.12.31,2020.12.31
644,"""태흥전자""",2021.10.05,2020.10.05
645,"""경남창호시스템""",2021.12.31,2020.12.31
646,"""백광플라텍""",2019.06.25,2018.06.25
647,"""보원하이텍""",2021.10.25,2020.10.25
648,"""다보링크""",2021.07.28,2020.07.28
649,"""이십세기폭스코리아""",2020.04.30,2019.04.30
650,"""유성""",2019.05.10,2018.05.10
651,"""수도권환경""",2019.09.27,2018.09.27
652,"""동화기연""",2019.12.02,2018.12.02
653,"""육구공이""",2022.06.30,2021.06.30
654,"""베니스침대""",2021.10.25,2020.10.25
655,"""지니틱스""",2019.07.16,2018.07.16
656,"""동진폴리머""",2022.01.31,2021.01.31
657,"""상아""",2021.06.30,2020.06.30
658,"""국토건설산업""",2020.05.31,2019.05.31
659,"""현인푸드홀릭스에프앤씨""",2021.11.30,2020.11.30
660,"""케이비시스템""",2021.12.31,2020.12.31
661,"""울티모유통""",2021.12.15,2020.12.15
662,"""신한쥬얼테크""",2022.03.01,2021.03.01
663,"""제이에이알시스템즈""",2022.04.01,2021.04.01
664,"""부농""",2021.05.20,2020.05.20
665,"""케이엔지랜드""",2020.08.11,2019.08.11
666,"""한국육계유통""",2019.08.22,2018.08.22
667,"""캐리맥스통상""",2021.11.25,2020.11.25
668,"""무창건설""",2021.05.11,2020.05.11
669,"""노턴라이프락코리아""",2020.12.31,2019.12.31
670,"""유니콤넷""",2021.11.16,2020.11.16
671,"""경동코퍼레이션""",2020.03.31,2019.03.31
672,"""경동코퍼레이션""",2020.03.31,2019.03.31
673,"""수덕산업기계""",2021.02.10,2020.02.10
674,"""삼영전기공업사""",2021.11.23,2020.11.23
675,"""키스트론""",2021.12.30,2020.12.30
676,"""비건설""",2022.05.11,2021.05.11
677,"""다모여수산""",2021.12.31,2020.12.31
678,"""동진에프앤씨""",2019.10.14,2018.10.14
679,"""훈호엔지니어링""",2021.10.15,2020.10.15
680,"""에이케이씨앤씨""",2020.09.28,2019.09.28
681,"""보임기술""",2021.07.22,2020.07.22
682,"""일급언양종합정비""",2019.06.10,2018.06.10
683,"""한미종합건축사사무소""",2020.04.17,2019.04.17
684,"""와콘""",2019.09.04,2018.09.04
685,"""남경건설""",2021.08.31,2020.08.31
686,"""게임어스""",2020.03.11,2019.03.11
687,"""한우리열린교육""",2021.02.02,2020.02.02
688,"""성훈라이팅""",2020.06.24,2019.06.24
689,"""두남금속""",2021.12.31,2020.12.31
690,"""우선제어""",2021.11.30,2020.11.30
691,"""세한""",2021.12.28,2020.12.28
692,"""안창""",2021.12.31,2020.12.31
693,"""미래공조플랜트""",2019.07.31,2018.07.31
694,"""로터스엔지니어링""",2021.04.15,2020.04.15
695,"""무한비트""",2021.02.25,2020.02.25
696,"""삼진제모""",2020.02.29,2019.02.28
697,"""와이지종합건설""",2021.09.30,2020.09.30
698,"""대흥이엔씨""",2022.02.08,2021.02.08
699,"""신영섬유""",2022.06.15,2021.06.15
700,"""코엔미디어""",2021.09.26,2020.09.26
701,"""지엔원에너지""",2020.02.25,2019.02.25
702,"""동일하이빌""",2021.06.30,2020.06.30
703,"""천안단보루""",2021.10.27,2020.10.27
704,"""웅진산업""",2020.09.30,2019.09.30
705,"""우일엔지니어링""",2020.07.28,2019.07.28
706,"""와사비망고""",2022.03.15,2021.03.15
707,"""제본""",2020.12.31,2019.12.31
708,"""화성건설""",2020.08.01,2019.08.01
709,"""해은켐텍""",2021.12.01,2020.12.01
710,"""다남건설""",2022.06.30,2021.06.30
711,"""아하아이엔디""",2021.03.31,2020.03.31
712,"""성산""",2021.04.19,2020.04.19
713,"""모심푸드""",2020.09.25,2019.09.25
714,"""바이오토피아""",2019.10.31,2018.10.31
715,"""한국후지필름일렉트로닉머티리얼즈""",2022.03.30,2021.03.30
716,"""씨엔전자""",2022.03.17,2021.03.17
717,"""청호에스엔지경북""",2021.10.31,2020.10.31
718,"""기가산업""",2019.11.30,2018.11.30
719,"""심플로트코리아(주)영업소""",2021.06.30,2020.06.30
720,"""유니썬코리아""",2021.07.29,2020.07.29
721,"""태일""",2021.12.31,2020.12.31
722,"""비에스""",2020.10.31,2019.10.31
723,"""주은종합건설""",2022.03.31,2021.03.31
724,"""세계건설""",2019.10.25,2018.10.25
725,"""현산이엔씨""",2021.10.25,2020.10.25
726,"""예맥""",2022.07.14,2021.07.14
727,"""금영에프에스""",2019.07.10,2018.07.10
728,"""씨케이글로벌파트너스""",2020.02.05,2019.02.05
729,"""오토엔""",2022.03.02,2021.03.02
730,"""성화건설""",2022.05.18,2021.05.18
731,"""화신기업""",2020.10.22,2019.10.22
732,"""대양개발""",2021.07.13,2020.07.13
733,"""헤라우스오리엔탈하이텍""",2020.05.14,2019.05.14
734,"""서남환경""",2022.03.18,2021.03.18
735,"""창신금형""",2020.04.14,2019.04.14
736,"""라인씨스템""",2019.12.31,2018.12.31
737,"""덕주건설""",2022.02.28,2021.02.28
738,"""윌스너스""",2022.07.22,2021.07.22
739,"""태강실업""",2021.12.10,2020.12.10
740,"""현대중앙기획""",2022.04.27,2021.04.27
741,"""디지털워터""",2021.09.30,2020.09.30
742,"""백년건설""",2022.07.31,2021.07.31
743,"""가나종합""",2021.12.31,2020.12.31
744,"""녹십자셀""",2021.11.12,2020.11.12
745,"""비스텔""",2022.02.03,2021.02.03
746,"""광진엔지니어링""",2021.10.29,2020.10.29
747,"""롬엔드하스코리아""",2021.11.08,2020.11.08
748,"""사이버씨브이에스""",2021.04.27,2020.04.27
749,"""예농식품유통""",2021.04.27,2020.04.27
750,"""향우산업""",2021.12.31,2020.12.31
751,"""서구산업""",2020.10.31,2019.10.31
752,"""나이스플러스""",2021.07.02,2020.07.02
753,"""조양애드컴""",2021.11.05,2020.11.05
754,"""한불에너지관리""",2019.10.29,2018.10.29
755,"""한국터보기계""",2022.07.26,2021.07.26
756,"""거신건설""",2022.05.16,2021.05.16
757,"""정원전기시스템""",2021.01.07,2020.01.07
758,"""미주금속""",2021.10.25,2020.10.25
759,"""대교디앤씨""",2019.10.10,2018.10.10
760,"""신아주브이에이""",2019.09.01,2018.09.01
761,"""파나씨티""",2021.11.01,2020.11.01
762,"""삼흥기연""",2021.06.29,2020.06.29
763,"""혜명""",2021.08.10,2020.08.10
764,"""동호합섬""",2020.11.02,2019.11.02
765,"""대경산업개발""",2021.10.05,2020.10.05
766,"""국일가스텍""",2022.07.14,2021.07.14
767,"""영진산업영양공장""",2021.04.30,2020.04.30
768,"""대광특수금속""",2020.08.31,2019.08.31
769,"""예림종합건설""",2022.02.15,2021.02.15
770,"""태성프라스틱""",2019.05.28,2018.05.28
771,"""에이비에스컨설팅""",2021.11.25,2020.11.25
772,"""불이정보통신""",2021.12.31,2020.12.31
773,"""정원금속""",2021.11.04,2020.11.04
774,"""피케이에스씨에스""",2021.04.20,2020.04.20
775,"""효원전기""",2021.05.31,2020.05.31
776,"""에스탑서비스""",2021.03.31,2020.03.31
777,"""천마건설""",2022.06.30,2021.06.30
778,"""대성이엔지""",2021.05.31,2020.05.31
779,"""웨프트""",2021.03.23,2020.03.23
780,"""미래실업""",2019.11.20,2018.11.20
781,"""에스엠케미칼""",2019.10.31,2018.10.31
782,"""장안전기""",2021.12.01,2020.12.01
783,"""장안전기""",2020.06.04,2019.06.04
784,"""우암이앤씨""",2020.03.31,2019.03.31
785,"""동철""",2021.08.17,2020.08.17
786,"""세영씨엠에스""",2021.08.02,2020.08.02
787,"""더힐건설""",2020.08.31,2019.08.31
788,"""아강테크""",2019.09.23,2018.09.23
789,"""제이텍""",2022.05.06,2021.05.06
790,"""한국선박기술""",2020.09.30,2019.09.30
791,"""포스톤건설""",2020.09.24,2019.09.24
792,"""오케이유통""",2021.03.11,2020.03.11
793,"""에이치에스공영""",2021.09.30,2020.09.30
794,"""트러스메틱스""",2020.11.30,2019.11.30
795,"""천광종합건설""",2021.08.23,2020.08.23
796,"""고려이스쿨""",2020.12.31,2019.12.31
797,"""한개발""",2020.01.31,2019.01.31
798,"""성암산업""",2020.06.30,2019.06.30
799,"""대명엠에스""",2021.03.24,2020.03.24
800,"""브레인브릿지""",2021.08.25,2020.08.25
801,"""원에이치""",2019.12.31,2018.12.31
802,"""라임글로브""",2022.07.25,2021.07.25
803,"""중앙티아이""",2020.06.30,2019.06.30
804,"""알에프윈도우""",2021.04.30,2020.04.30
805,"""다온로지스틱스""",2019.10.31,2018.10.31
806,"""클라이젠""",2022.02.25,2021.02.25
807,"""금오""",2022.03.31,2021.03.31
808,"""아시아나물류""",2020.12.31,2019.12.31
809,"""이솔라텍""",2020.09.28,2019.09.28
810,"""누리""",2019.10.08,2018.10.08
811,"""제이드엠""",2021.07.12,2020.07.12
812,"""세종이엔씨""",2021.04.23,2020.04.23
813,"""조형스틸구조""",2020.06.30,2019.06.30
814,"""태성테크""",2021.12.30,2020.12.30
815,"""위즈켐""",2021.03.31,2020.03.31
816,"""보경건설""",2021.11.16,2020.11.16
817,"""디아메스코""",2021.08.30,2020.08.30
818,"""인창이에프건설""",2020.10.31,2019.10.31
819,"""통영마리나""",2021.09.30,2020.09.30
820,"""석화산업""",2022.07.31,2021.07.31
821,"""금강""",2020.12.31,2019.12.31
822,"""이마린아이씨티""",2022.03.17,2021.03.17
823,"""대륭해운""",2021.07.30,2020.07.30
824,"""대명운수""",2021.12.22,2020.12.22
825,"""대성주류판매""",2021.12.31,2020.12.31
826,"""송화관광""",2021.04.30,2020.04.30
827,"""덕흥건설""",2021.04.01,2020.04.01
828,"""리드텍스타일""",2020.09.25,2019.09.25
829,"""백마택시""",2020.12.31,2019.12.31
830,"""비엔케이""",2020.06.30,2019.06.30
831,"""성도에너지양주지점""",2019.05.15,2018.05.15
832,"""에스에프앤티""",2020.08.31,2019.08.31
833,"""쓰리원""",2021.06.14,2020.06.14
834,"""이레에이피""",2021.09.30,2020.09.30
835,"""정인텍스타일""",2020.09.15,2019.09.15
836,"""엠에프엠코리아""",2021.05.21,2020.05.21
837,"""태일산업""",2019.12.21,2018.12.21
838,"""태일""",2021.06.30,2020.06.30
839,"""한국정밀""",2022.03.28,2021.03.28
840,"""웅진상사""",2020.09.30,2019.09.30
841,"""파인테크""",2020.11.30,2019.11.30
842,"""기성엔지니어링""",2021.03.10,2020.03.10
843,"""에이치엘디스플레이코리아""",2022.06.30,2021.06.30
844,"""아이세이브존""",2019.06.04,2018.06.04
845,"""에스에이티""",2021.11.25,2020.11.25
846,"""제트에이치티""",2020.09.11,2019.09.11
847,"""동규건업""",2021.05.04,2020.05.04
848,"""애니플러스""",2020.03.31,2019.03.31
849,"""남해레저개발""",2019.07.19,2018.07.19
850,"""에스에이치글로벌""",2019.12.11,2018.12.11
851,"""엔와이케이라인코리아""",2018.09.21,2017.09.21
852,"""이셀러스""",2020.03.20,2019.03.20
853,"""모던종합상조""",2022.01.05,2021.01.05
854,"""제이시스메디칼""",2021.03.18,2020.03.18
855,"""비스프로컨설팅""",2020.10.28,2019.10.28
856,"""경포대영어조합법인""",2021.06.30,2020.06.30
857,"""삼일농자재산업""",2022.07.20,2021.07.20
858,"""세종글로벌""",2020.12.31,2019.12.31
859,"""유일기업""",2020.08.31,2019.08.31
860,"""정우산업""",2019.12.31,2018.12.31
861,"""남산전기""",2021.10.31,2020.10.31
862,"""성안""",2021.01.04,2020.01.04
863,"""동양에이치씨""",2019.07.15,2018.07.15
864,"""광명이엔지""",2021.10.06,2020.10.06
865,"""이이에이코리아""",2019.12.31,2018.12.31
866,"""시스네트서비스""",2020.07.16,2019.07.16
867,"""삼화레미콘""",2021.10.18,2020.10.18
868,"""명성쇼트기계""",2020.11.26,2019.11.26
869,"""선인유니텍""",2021.12.31,2020.12.31
870,"""비투엔""",2021.11.04,2020.11.04
871,"""웨이버스""",2022.04.01,2021.04.01
872,"""동남산업""",2020.06.12,2019.06.12
873,"""디모아""",2022.03.31,2021.03.31
874,"""김치랜드""",2020.05.31,2019.05.31
875,"""학표벽지""",2019.12.04,2018.12.04
876,"""노마드씨엔디""",2021.03.26,2020.03.26
877,"""화물나라로지스틱스""",2020.01.31,2019.01.31
878,"""하삼""",2020.12.31,2019.12.31
879,"""제주피앤지""",2021.12.31,2020.12.31
880,"""기성콘크리트""",2021.07.02,2020.07.02
881,"""씨에스에이코스믹횡성지점""",2019.09.05,2018.09.05
882,"""포엠인덕션""",2021.01.01,2020.01.01
883,"""옥종합식품""",2021.10.26,2020.10.26
884,"""삼일지앤드엠""",2021.12.31,2020.12.31
885,"""누리두루""",2022.07.31,2021.07.31
886,"""아크도""",2021.12.20,2020.12.20
887,"""이루텍""",2019.12.31,2018.12.31
888,"""열린정보""",2022.03.31,2021.03.31
889,"""머스트리드""",2021.08.18,2020.08.18
890,"""조은피앤씨""",2021.09.30,2020.09.30
891,"""성신알앤에이""",2021.12.31,2020.12.31
892,"""리더스메디칼""",2021.06.30,2020.06.30
893,"""광산산업""",2021.11.23,2020.11.23
894,"""텍스필""",2021.06.30,2020.06.30
895,"""진선약품""",2021.05.17,2020.05.17
896,"""대광목재""",2021.05.11,2020.05.11
897,"""영광""",2020.12.14,2019.12.14
898,"""광건건설""",2021.09.24,2020.09.24
899,"""세운이노비젼메디칼""",2019.12.24,2018.12.24
900,"""유창아이엔""",2021.01.31,2020.01.31
901,"""예선테크""",2019.09.30,2018.09.30
902,"""원우티엔에스""",2021.12.01,2020.12.01
903,"""에스지컴퓨터""",2020.06.30,2019.06.30
904,"""줌인포테크""",2020.11.30,2019.11.30
905,"""정든사람들""",2020.05.18,2019.05.18
906,"""모두통신""",2020.09.30,2019.09.30
907,"""넙도수산영어조합법인""",2021.08.26,2020.08.26
908,"""마이크로폴리스""",2019.11.28,2018.11.28
909,"""천지스카이폰드""",2020.09.30,2019.09.30
910,"""한국면세서비스시스템""",2022.06.30,2021.06.30
911,"""선진레미콘""",2022.08.01,2021.08.01
912,"""태성전설""",2020.06.17,2019.06.17
913,"""사이보그랩""",2020.01.31,2019.01.31
914,"""구암종합건설""",2022.06.30,2021.06.30
915,"""대인테크""",2020.03.02,2019.03.02
916,"""케이에스벽지""",2021.06.30,2020.06.30
917,"""비케이산업""",2021.09.30,2020.09.30
918,"""동비건설""",2020.06.30,2019.06.30
919,"""남선개발""",2020.12.31,2019.12.31
920,"""황토포크""",2021.12.31,2020.12.31
921,"""엠원아이엔디""",2022.07.18,2021.07.18
922,"""인캄이엔지""",2021.10.05,2020.10.05
923,"""원피팅""",2022.03.31,2021.03.31
924,"""두향원""",2022.03.31,2021.03.31
925,"""두향원""",2021.12.31,2020.12.31
926,"""대효건설""",2020.08.31,2019.08.31
927,"""좋은라이프""",2021.01.04,2020.01.04
928,"""에이치앤이기획""",2020.03.31,2019.03.31
929,"""신영기업""",2019.09.30,2018.09.30
930,"""중우건설""",2021.12.31,2020.12.31
931,"""와이엠""",2021.08.23,2020.08.23
